category,correct_at_stop,invalid_rate_at_stop,model,n16_correct,policy_id,question_index,stop_budget
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,106,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,107,6
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,107,6
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,108,7
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,108,7
stable_wrong_despite_max_compute,False,0.5625,logistic,False,logistic_start2_every_sample_selected,109,16
invalid_answer_driven_uncertainty,False,0.5625,logistic,False,logistic_start2_every_sample_selected,109,16
invalid_answer_driven_uncertainty,False,0.75,logistic,False,logistic_start2_every_sample_selected,110,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,111,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,112,6
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,113,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,114,2
unnecessary_continuation_in_hindsight,False,0.0,logistic,False,logistic_start2_every_sample_selected,115,13
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,116,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,117,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,117,3
unnecessary_continuation_in_hindsight,True,0.4,logistic,True,logistic_start2_every_sample_selected,118,5
correct_early_stop,True,0.4,logistic,True,logistic_start2_every_sample_selected,118,5
invalid_answer_driven_uncertainty,True,0.4,logistic,True,logistic_start2_every_sample_selected,118,5
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,119,11
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,119,11
unnecessary_continuation_in_hindsight,False,0.0,logistic,False,logistic_start2_every_sample_selected,120,5
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,121,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,122,2
correct_early_stop,True,0.5,logistic,False,logistic_start2_every_sample_selected,123,2
regression_avoided,True,0.5,logistic,False,logistic_start2_every_sample_selected,123,2
invalid_answer_driven_uncertainty,True,0.5,logistic,False,logistic_start2_every_sample_selected,123,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,124,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,125,2
unnecessary_continuation_in_hindsight,False,0.6666666666666666,logistic,False,logistic_start2_every_sample_selected,126,3
invalid_answer_driven_uncertainty,False,0.6666666666666666,logistic,False,logistic_start2_every_sample_selected,126,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,127,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,128,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,128,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,129,8
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,130,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,131,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,132,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,133,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,134,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,135,2
correct_early_stop,True,0.8333333333333334,logistic,True,logistic_start2_every_sample_selected,136,6
invalid_answer_driven_uncertainty,True,0.8333333333333334,logistic,True,logistic_start2_every_sample_selected,136,6
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,137,2
invalid_answer_driven_uncertainty,False,0.5,logistic,False,logistic_start2_every_sample_selected,138,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,139,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,140,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,141,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,141,3
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,142,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,142,4
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,143,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,143,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,144,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,145,10
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,145,10
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,146,2
invalid_answer_driven_uncertainty,False,0.2,logistic,False,logistic_start2_every_sample_selected,147,10
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,148,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,148,3
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,149,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,149,4
invalid_answer_driven_uncertainty,False,0.6666666666666666,logistic,False,logistic_start2_every_sample_selected,150,6
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,151,2
stable_wrong_despite_max_compute,False,0.125,logistic,False,logistic_start2_every_sample_selected,152,16
invalid_answer_driven_uncertainty,False,0.125,logistic,False,logistic_start2_every_sample_selected,152,16
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,153,2
unnecessary_continuation_in_hindsight,False,0.0,logistic,False,logistic_start2_every_sample_selected,154,11
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,155,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,157,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,158,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,159,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,160,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,161,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,162,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,163,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,165,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,166,10
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,167,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,167,3
unnecessary_continuation_in_hindsight,False,0.3333333333333333,logistic,False,logistic_start2_every_sample_selected,168,3
invalid_answer_driven_uncertainty,False,0.3333333333333333,logistic,False,logistic_start2_every_sample_selected,168,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,169,2
invalid_answer_driven_uncertainty,False,0.5,logistic,False,logistic_start2_every_sample_selected,170,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,171,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,172,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,173,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,173,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,174,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,175,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,176,6
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,176,6
unnecessary_continuation_in_hindsight,False,0.0,logistic,False,logistic_start2_every_sample_selected,177,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,178,2
unnecessary_continuation_in_hindsight,True,0.5,logistic,True,logistic_start2_every_sample_selected,179,4
correct_early_stop,True,0.5,logistic,True,logistic_start2_every_sample_selected,179,4
invalid_answer_driven_uncertainty,True,0.5,logistic,True,logistic_start2_every_sample_selected,179,4
premature_stop_missed_recovery,False,0.0,logistic,True,logistic_start2_every_sample_selected,180,7
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,181,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,181,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,182,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,183,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,185,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,186,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,187,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,188,2
premature_stop_missed_recovery,False,0.2857142857142857,logistic,True,logistic_start2_every_sample_selected,189,7
invalid_answer_driven_uncertainty,False,0.2857142857142857,logistic,True,logistic_start2_every_sample_selected,189,7
unnecessary_continuation_in_hindsight,True,0.0,logistic,False,logistic_start2_every_sample_selected,190,4
correct_early_stop,True,0.0,logistic,False,logistic_start2_every_sample_selected,190,4
regression_avoided,True,0.0,logistic,False,logistic_start2_every_sample_selected,190,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,191,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,192,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,193,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,194,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,195,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,195,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,196,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,197,5
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,197,5
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,198,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,199,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,200,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,201,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,202,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,203,2
unnecessary_continuation_in_hindsight,False,0.0,logistic,False,logistic_start2_every_sample_selected,204,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,205,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,206,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,207,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,208,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,209,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,209,3
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,210,13
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,210,13
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,211,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,211,3
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,212,6
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,212,6
invalid_answer_driven_uncertainty,False,0.5,logistic,False,logistic_start2_every_sample_selected,213,2
invalid_answer_driven_uncertainty,False,0.1111111111111111,logistic,False,logistic_start2_every_sample_selected,214,9
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,215,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,216,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,218,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,219,10
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,219,10
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,221,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,221,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,223,2
invalid_answer_driven_uncertainty,False,0.5,logistic,False,logistic_start2_every_sample_selected,224,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,225,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,225,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,226,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,227,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,227,3
correct_early_stop,True,0.6153846153846154,logistic,True,logistic_start2_every_sample_selected,228,13
invalid_answer_driven_uncertainty,True,0.6153846153846154,logistic,True,logistic_start2_every_sample_selected,228,13
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,229,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,230,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,231,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,232,11
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,233,2
premature_stop_missed_recovery,False,0.0,logistic,True,logistic_start2_every_sample_selected,234,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,235,2
stable_wrong_despite_max_compute,False,0.25,logistic,False,logistic_start2_every_sample_selected,236,16
invalid_answer_driven_uncertainty,False,0.25,logistic,False,logistic_start2_every_sample_selected,236,16
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,237,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,238,2
unnecessary_continuation_in_hindsight,False,1.0,logistic,False,logistic_start2_every_sample_selected,239,16
stable_wrong_despite_max_compute,False,1.0,logistic,False,logistic_start2_every_sample_selected,239,16
invalid_answer_driven_uncertainty,False,1.0,logistic,False,logistic_start2_every_sample_selected,239,16
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,241,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,243,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,244,2
invalid_answer_driven_uncertainty,False,0.14285714285714285,logistic,False,logistic_start2_every_sample_selected,245,14
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,246,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,247,2
unnecessary_continuation_in_hindsight,False,1.0,logistic,False,logistic_start2_every_sample_selected,248,16
stable_wrong_despite_max_compute,False,1.0,logistic,False,logistic_start2_every_sample_selected,248,16
invalid_answer_driven_uncertainty,False,1.0,logistic,False,logistic_start2_every_sample_selected,248,16
invalid_answer_driven_uncertainty,False,0.16666666666666666,logistic,False,logistic_start2_every_sample_selected,249,12
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,250,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,251,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,251,4
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,252,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,253,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,253,3
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,254,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,254,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,255,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,256,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,257,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,257,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,258,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,259,2
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,260,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,260,3
unnecessary_continuation_in_hindsight,True,0.0,logistic,True,logistic_start2_every_sample_selected,261,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,261,3
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,262,2
correct_early_stop,True,0.0,logistic,True,logistic_start2_every_sample_selected,263,2
unnecessary_continuation_in_hindsight,False,0.1,logistic,False,logistic_start2_every_sample_selected,264,10
invalid_answer_driven_uncertainty,False,0.1,logistic,False,logistic_start2_every_sample_selected,264,10
