question_index,prefix,plurality_answer,plurality_vote_key,plurality_correct,valid_answers,invalid_answers,consensus,answer_entropy,vote_margin,unique_answers,answer_stability,invalid_extraction_rate,cumulative_output_tokens,prediction_changes_by_n16,current_incorrect_n16_correct,current_correct_n16_incorrect,additional_sampling_improves_correctness,answer_changes_without_correctness_improve,future_utility_class,is_test_question
1,15,p - q,sympy:p - q,True,15,0,1.0,-0.0,1.0,1,15,0.0,9103,False,False,False,False,False,no_correctness_change,False
1,16,p - q,sympy:p - q,True,16,0,1.0,-0.0,1.0,1,16,0.0,9629,False,False,False,False,False,no_correctness_change,False
2,1,\frac{14}{3},sympy:14/3,True,1,0,1.0,-0.0,1.0,1,1,0.0,520,False,False,False,False,False,no_correctness_change,False
2,2,\frac{14}{3},sympy:14/3,True,2,0,1.0,-0.0,1.0,1,2,0.0,1038,False,False,False,False,False,no_correctness_change,False
2,3,\frac{14}{3},sympy:14/3,True,3,0,1.0,-0.0,1.0,1,3,0.0,1543,False,False,False,False,False,no_correctness_change,False
2,4,\frac{14}{3},sympy:14/3,True,4,0,1.0,-0.0,1.0,1,4,0.0,2026,False,False,False,False,False,no_correctness_change,False
2,5,\frac{14}{3},sympy:14/3,True,5,0,1.0,-0.0,1.0,1,5,0.0,2514,False,False,False,False,False,no_correctness_change,False
2,6,\frac{14}{3},sympy:14/3,True,6,0,1.0,-0.0,1.0,1,6,0.0,3006,False,False,False,False,False,no_correctness_change,False
2,7,\frac{14}{3},sympy:14/3,True,7,0,1.0,-0.0,1.0,1,7,0.0,3498,False,False,False,False,False,no_correctness_change,False
2,8,\frac{14}{3},sympy:14/3,True,8,0,1.0,-0.0,1.0,1,8,0.0,3968,False,False,False,False,False,no_correctness_change,False
2,9,\frac{14}{3},sympy:14/3,True,9,0,1.0,-0.0,1.0,1,9,0.0,4498,False,False,False,False,False,no_correctness_change,False
2,10,\frac{14}{3},sympy:14/3,True,10,0,1.0,-0.0,1.0,1,10,0.0,5013,False,False,False,False,False,no_correctness_change,False
2,11,\frac{14}{3},sympy:14/3,True,11,0,1.0,-0.0,1.0,1,11,0.0,5501,False,False,False,False,False,no_correctness_change,False
2,12,\frac{14}{3},sympy:14/3,True,12,0,1.0,-0.0,1.0,1,12,0.0,5974,False,False,False,False,False,no_correctness_change,False
2,13,\frac{14}{3},sympy:14/3,True,13,0,1.0,-0.0,1.0,1,13,0.0,6452,False,False,False,False,False,no_correctness_change,False
2,14,\frac{14}{3},sympy:14/3,True,14,0,1.0,-0.0,1.0,1,14,0.0,6945,False,False,False,False,False,no_correctness_change,False
2,15,\frac{14}{3},sympy:14/3,True,15,0,1.0,-0.0,1.0,1,15,0.0,7434,False,False,False,False,False,no_correctness_change,False
2,16,\frac{14}{3},sympy:14/3,True,16,0,1.0,-0.0,1.0,1,16,0.0,7912,False,False,False,False,False,no_correctness_change,False
3,1,9,sympy:9,True,1,0,1.0,-0.0,1.0,1,1,0.0,433,False,False,False,False,False,no_correctness_change,False
3,2,9,sympy:9,True,2,0,1.0,-0.0,1.0,1,2,0.0,919,False,False,False,False,False,no_correctness_change,False
3,3,9,sympy:9,True,3,0,1.0,-0.0,1.0,1,3,0.0,1379,False,False,False,False,False,no_correctness_change,False
3,4,9,sympy:9,True,4,0,1.0,-0.0,1.0,1,4,0.0,1845,False,False,False,False,False,no_correctness_change,False
3,5,9,sympy:9,True,5,0,1.0,-0.0,1.0,1,5,0.0,2304,False,False,False,False,False,no_correctness_change,False
3,6,9,sympy:9,True,6,0,1.0,-0.0,1.0,1,6,0.0,2777,False,False,False,False,False,no_correctness_change,False
3,7,9,sympy:9,True,7,0,1.0,-0.0,1.0,1,7,0.0,3230,False,False,False,False,False,no_correctness_change,False
3,8,9,sympy:9,True,8,0,1.0,-0.0,1.0,1,8,0.0,3767,False,False,False,False,False,no_correctness_change,False
3,9,9,sympy:9,True,9,0,1.0,-0.0,1.0,1,9,0.0,4230,False,False,False,False,False,no_correctness_change,False
3,10,9,sympy:9,True,10,0,1.0,-0.0,1.0,1,10,0.0,4794,False,False,False,False,False,no_correctness_change,False
3,11,9,sympy:9,True,11,0,1.0,-0.0,1.0,1,11,0.0,5346,False,False,False,False,False,no_correctness_change,False
3,12,9,sympy:9,True,12,0,1.0,-0.0,1.0,1,12,0.0,5859,False,False,False,False,False,no_correctness_change,False
3,13,9,sympy:9,True,13,0,1.0,-0.0,1.0,1,13,0.0,6336,False,False,False,False,False,no_correctness_change,False
3,14,9,sympy:9,True,14,0,1.0,-0.0,1.0,1,14,0.0,6734,False,False,False,False,False,no_correctness_change,False
3,15,9,sympy:9,True,15,0,1.0,-0.0,1.0,1,15,0.0,7230,False,False,False,False,False,no_correctness_change,False
3,16,9,sympy:9,True,16,0,1.0,-0.0,1.0,1,16,0.0,7703,False,False,False,False,False,no_correctness_change,False
4,1,Evelyn,sympy:E*e*l*n*v*y,True,1,0,1.0,-0.0,1.0,1,1,0.0,1024,False,False,False,False,False,no_correctness_change,False
4,2,Evelyn,sympy:E*e*l*n*v*y,True,2,0,1.0,-0.0,1.0,1,2,0.0,1513,False,False,False,False,False,no_correctness_change,False
4,3,Evelyn,sympy:E*e*l*n*v*y,True,3,0,1.0,-0.0,1.0,1,3,0.0,1970,False,False,False,False,False,no_correctness_change,False
4,4,Evelyn,sympy:E*e*l*n*v*y,True,4,0,1.0,-0.0,1.0,1,4,0.0,2466,False,False,False,False,False,no_correctness_change,False
4,5,Evelyn,sympy:E*e*l*n*v*y,True,5,0,1.0,-0.0,1.0,1,5,0.0,2956,False,False,False,False,False,no_correctness_change,False
4,6,Evelyn,sympy:E*e*l*n*v*y,True,6,0,1.0,-0.0,1.0,1,6,0.0,3611,False,False,False,False,False,no_correctness_change,False
4,7,Evelyn,sympy:E*e*l*n*v*y,True,7,0,1.0,-0.0,1.0,1,7,0.0,4253,False,False,False,False,False,no_correctness_change,False
4,8,Evelyn,sympy:E*e*l*n*v*y,True,8,0,1.0,-0.0,1.0,1,8,0.0,5053,False,False,False,False,False,no_correctness_change,False
4,9,Evelyn,sympy:E*e*l*n*v*y,True,9,0,1.0,-0.0,1.0,1,9,0.0,5649,False,False,False,False,False,no_correctness_change,False
4,10,Evelyn,sympy:E*e*l*n*v*y,True,10,0,1.0,-0.0,1.0,1,10,0.0,6673,False,False,False,False,False,no_correctness_change,False
4,11,Evelyn,sympy:E*e*l*n*v*y,True,11,0,1.0,-0.0,1.0,1,11,0.0,7182,False,False,False,False,False,no_correctness_change,False
4,12,Evelyn,sympy:E*e*l*n*v*y,True,12,0,1.0,-0.0,1.0,1,12,0.0,7703,False,False,False,False,False,no_correctness_change,False
4,13,Evelyn,sympy:E*e*l*n*v*y,True,13,0,1.0,-0.0,1.0,1,13,0.0,8133,False,False,False,False,False,no_correctness_change,False
4,14,Evelyn,sympy:E*e*l*n*v*y,True,14,0,1.0,-0.0,1.0,1,14,0.0,8600,False,False,False,False,False,no_correctness_change,False
4,15,Evelyn,sympy:E*e*l*n*v*y,True,15,0,1.0,-0.0,1.0,1,15,0.0,9193,False,False,False,False,False,no_correctness_change,False
4,16,Evelyn,sympy:E*e*l*n*v*y,True,16,0,1.0,-0.0,1.0,1,16,0.0,9658,False,False,False,False,False,no_correctness_change,False
5,1,42,sympy:42,True,1,0,1.0,-0.0,1.0,1,1,0.0,269,False,False,False,False,False,no_correctness_change,True
5,2,42,sympy:42,True,2,0,1.0,-0.0,1.0,1,2,0.0,539,False,False,False,False,False,no_correctness_change,True
5,3,42,sympy:42,True,3,0,1.0,-0.0,1.0,1,3,0.0,804,False,False,False,False,False,no_correctness_change,True
5,4,42,sympy:42,True,4,0,1.0,-0.0,1.0,1,4,0.0,1005,False,False,False,False,False,no_correctness_change,True
5,5,42,sympy:42,True,5,0,1.0,-0.0,1.0,1,5,0.0,1274,False,False,False,False,False,no_correctness_change,True
5,6,42,sympy:42,True,6,0,1.0,-0.0,1.0,1,6,0.0,1531,False,False,False,False,False,no_correctness_change,True
5,7,42,sympy:42,True,7,0,1.0,-0.0,1.0,1,7,0.0,1805,False,False,False,False,False,no_correctness_change,True
5,8,42,sympy:42,True,8,0,1.0,-0.0,1.0,1,8,0.0,2120,False,False,False,False,False,no_correctness_change,True
5,9,42,sympy:42,True,9,0,1.0,-0.0,1.0,1,9,0.0,2409,False,False,False,False,False,no_correctness_change,True
5,10,42,sympy:42,True,10,0,1.0,-0.0,1.0,1,10,0.0,2673,False,False,False,False,False,no_correctness_change,True
5,11,42,sympy:42,True,11,0,1.0,-0.0,1.0,1,11,0.0,2951,False,False,False,False,False,no_correctness_change,True
5,12,42,sympy:42,True,12,0,1.0,-0.0,1.0,1,12,0.0,3221,False,False,False,False,False,no_correctness_change,True
5,13,42,sympy:42,True,13,0,1.0,-0.0,1.0,1,13,0.0,3501,False,False,False,False,False,no_correctness_change,True
5,14,42,sympy:42,True,14,0,1.0,-0.0,1.0,1,14,0.0,3775,False,False,False,False,False,no_correctness_change,True
5,15,42,sympy:42,True,15,0,1.0,-0.0,1.0,1,15,0.0,4076,False,False,False,False,False,no_correctness_change,True
5,16,42,sympy:42,True,16,0,1.0,-0.0,1.0,1,16,0.0,4326,False,False,False,False,False,no_correctness_change,True
6,1,27,sympy:27,True,1,0,1.0,-0.0,1.0,1,1,0.0,386,False,False,False,False,False,no_correctness_change,False
6,2,27,sympy:27,True,2,0,1.0,-0.0,1.0,1,2,0.0,814,False,False,False,False,False,no_correctness_change,False
6,3,27,sympy:27,True,3,0,1.0,-0.0,1.0,1,3,0.0,1231,False,False,False,False,False,no_correctness_change,False
6,4,27,sympy:27,True,4,0,1.0,-0.0,1.0,1,4,0.0,1629,False,False,False,False,False,no_correctness_change,False
6,5,27,sympy:27,True,5,0,1.0,-0.0,1.0,1,5,0.0,1987,False,False,False,False,False,no_correctness_change,False
6,6,27,sympy:27,True,6,0,1.0,-0.0,1.0,1,6,0.0,3011,False,False,False,False,False,no_correctness_change,False
6,7,27,sympy:27,True,7,0,1.0,-0.0,1.0,1,7,0.0,3556,False,False,False,False,False,no_correctness_change,False
6,8,27,sympy:27,True,8,0,1.0,-0.0,1.0,1,8,0.0,3940,False,False,False,False,False,no_correctness_change,False
6,9,27,sympy:27,True,9,0,1.0,-0.0,1.0,1,9,0.0,4375,False,False,False,False,False,no_correctness_change,False
6,10,27,sympy:27,True,10,0,1.0,-0.0,1.0,1,10,0.0,4812,False,False,False,False,False,no_correctness_change,False
6,11,27,sympy:27,True,11,0,1.0,-0.0,1.0,1,11,0.0,5226,False,False,False,False,False,no_correctness_change,False
6,12,27,sympy:27,True,12,0,1.0,-0.0,1.0,1,12,0.0,5639,False,False,False,False,False,no_correctness_change,False
6,13,27,sympy:27,True,13,0,1.0,-0.0,1.0,1,13,0.0,6000,False,False,False,False,False,no_correctness_change,False
6,14,27,sympy:27,True,14,0,1.0,-0.0,1.0,1,14,0.0,6407,False,False,False,False,False,no_correctness_change,False
6,15,27,sympy:27,True,15,0,1.0,-0.0,1.0,1,15,0.0,6859,False,False,False,False,False,no_correctness_change,False
6,16,27,sympy:27,True,16,0,1.0,-0.0,1.0,1,16,0.0,7256,False,False,False,False,False,no_correctness_change,False
7,1,74,sympy:74,False,1,0,1.0,-0.0,1.0,1,1,0.0,756,True,True,False,True,False,improves,False
7,2,74,sympy:74,False,2,0,0.5,0.6931471805599453,0.0,2,2,0.0,1780,True,True,False,True,False,improves,False
7,3,74,sympy:74,False,3,0,0.3333333333333333,1.0986122886681096,0.0,3,3,0.0,2505,True,True,False,True,False,improves,False
7,4,74,sympy:74,False,4,0,0.25,1.3862943611198906,0.0,4,4,0.0,3075,True,True,False,True,False,improves,False
7,5,90,sympy:90,True,5,0,0.4,1.3321790402101223,0.2,4,1,0.0,3608,False,False,False,False,False,no_correctness_change,False
7,6,90,sympy:90,True,6,0,0.5,1.242453324894,0.3333333333333333,4,2,0.0,4254,False,False,False,False,False,no_correctness_change,False
7,7,90,sympy:90,True,7,0,0.42857142857142855,1.4750763110546947,0.2857142857142857,5,3,0.0,4972,False,False,False,False,False,no_correctness_change,False
7,8,90,sympy:90,True,8,0,0.5,1.3862943611198906,0.375,5,4,0.0,5562,False,False,False,False,False,no_correctness_change,False
7,9,90,sympy:90,True,9,0,0.5555555555555556,1.303092403761719,0.4444444444444444,5,5,0.0,6064,False,False,False,False,False,no_correctness_change,False
7,10,90,sympy:90,True,10,0,0.6,1.2275294114572126,0.5,5,6,0.0,6635,False,False,False,False,False,no_correctness_change,False
7,11,90,sympy:90,True,11,0,0.5454545454545454,1.294545165844896,0.36363636363636365,5,7,0.0,7642,False,False,False,False,False,no_correctness_change,False
7,12,90,sympy:90,True,12,0,0.5833333333333334,1.2342678660790767,0.4166666666666667,5,8,0.0,8245,False,False,False,False,False,no_correctness_change,False
7,13,90,sympy:90,True,13,0,0.5384615384615384,1.4105135571148382,0.38461538461538464,6,9,0.0,9069,False,False,False,False,False,no_correctness_change,False
7,14,90,sympy:90,True,14,0,0.5714285714285714,1.351783994289646,0.42857142857142855,6,10,0.0,9770,False,False,False,False,False,no_correctness_change,False
7,15,90,sympy:90,True,15,0,0.5333333333333333,1.3792922544726758,0.3333333333333333,6,11,0.0,10553,False,False,False,False,False,no_correctness_change,False
7,16,90,sympy:90,True,16,0,0.5625,1.3306600933628872,0.375,6,12,0.0,11169,False,False,False,False,False,no_correctness_change,False
8,1,3\sqrt{13},sympy:3*sqrt(13),True,1,0,1.0,-0.0,1.0,1,1,0.0,391,False,False,False,False,False,no_correctness_change,False
8,2,3\sqrt{13},sympy:3*sqrt(13),True,2,0,1.0,-0.0,1.0,1,2,0.0,847,False,False,False,False,False,no_correctness_change,False
8,3,3\sqrt{13},sympy:3*sqrt(13),True,3,0,1.0,-0.0,1.0,1,3,0.0,1309,False,False,False,False,False,no_correctness_change,False
8,4,3\sqrt{13},sympy:3*sqrt(13),True,4,0,1.0,-0.0,1.0,1,4,0.0,1784,False,False,False,False,False,no_correctness_change,False
8,5,3\sqrt{13},sympy:3*sqrt(13),True,5,0,1.0,-0.0,1.0,1,5,0.0,2174,False,False,False,False,False,no_correctness_change,False
8,6,3\sqrt{13},sympy:3*sqrt(13),True,6,0,1.0,-0.0,1.0,1,6,0.0,2542,False,False,False,False,False,no_correctness_change,False
8,7,3\sqrt{13},sympy:3*sqrt(13),True,7,0,1.0,-0.0,1.0,1,7,0.0,2938,False,False,False,False,False,no_correctness_change,False
8,8,3\sqrt{13},sympy:3*sqrt(13),True,8,0,1.0,-0.0,1.0,1,8,0.0,3293,False,False,False,False,False,no_correctness_change,False
8,9,3\sqrt{13},sympy:3*sqrt(13),True,9,0,1.0,-0.0,1.0,1,9,0.0,3830,False,False,False,False,False,no_correctness_change,False
8,10,3\sqrt{13},sympy:3*sqrt(13),True,10,0,1.0,-0.0,1.0,1,10,0.0,4211,False,False,False,False,False,no_correctness_change,False
8,11,3\sqrt{13},sympy:3*sqrt(13),True,11,0,1.0,-0.0,1.0,1,11,0.0,4664,False,False,False,False,False,no_correctness_change,False
8,12,3\sqrt{13},sympy:3*sqrt(13),True,12,0,1.0,-0.0,1.0,1,12,0.0,5142,False,False,False,False,False,no_correctness_change,False
8,13,3\sqrt{13},sympy:3*sqrt(13),True,13,0,1.0,-0.0,1.0,1,13,0.0,5537,False,False,False,False,False,no_correctness_change,False
8,14,3\sqrt{13},sympy:3*sqrt(13),True,14,0,1.0,-0.0,1.0,1,14,0.0,5937,False,False,False,False,False,no_correctness_change,False
8,15,3\sqrt{13},sympy:3*sqrt(13),True,15,0,1.0,-0.0,1.0,1,15,0.0,6297,False,False,False,False,False,no_correctness_change,False
8,16,3\sqrt{13},sympy:3*sqrt(13),True,16,0,1.0,-0.0,1.0,1,16,0.0,6649,False,False,False,False,False,no_correctness_change,False
9,1,5,sympy:5,False,1,0,1.0,-0.0,1.0,1,1,0.0,1024,True,False,False,False,True,no_correctness_change,False
9,2,5,sympy:5,False,2,0,0.5,0.6931471805599453,0.0,2,2,0.0,2048,True,False,False,False,True,no_correctness_change,False
9,3,5,sympy:5,False,3,0,0.3333333333333333,1.0986122886681096,0.0,3,3,0.0,2727,True,False,False,False,True,no_correctness_change,False
9,4,1,sympy:1,False,4,0,0.5,1.0397207708399179,0.25,3,1,0.0,3751,False,False,False,False,False,no_correctness_change,False
9,5,4,sympy:4,True,5,0,0.4,1.0549201679861442,0.0,3,1,0.0,4490,True,False,True,False,True,regression,False
9,6,4,sympy:4,True,5,1,0.4,1.0549201679861442,0.0,3,2,0.16666666666666666,5514,True,False,True,False,True,regression,False
9,7,4,sympy:4,True,6,1,0.3333333333333333,1.3296613488547582,0.0,4,3,0.14285714285714285,6538,True,False,True,False,True,regression,False
9,8,4,sympy:4,True,7,1,0.2857142857142857,1.5498260458782016,0.0,5,4,0.125,7562,True,False,True,False,True,regression,False
9,9,4,sympy:4,True,8,1,0.25,1.559581156259877,0.0,5,5,0.1111111111111111,8176,True,False,True,False,True,regression,False
9,10,2,sympy:2,False,9,1,0.3333333333333333,1.5229550675313184,0.1111111111111111,5,1,0.1,8761,True,False,False,False,True,no_correctness_change,False
9,11,2,sympy:2,False,10,1,0.4,1.4708084763221114,0.2,5,2,0.09090909090909091,9428,True,False,False,False,True,no_correctness_change,False
9,12,2,sympy:2,False,10,2,0.4,1.4708084763221114,0.2,5,3,0.16666666666666666,10452,True,False,False,False,True,no_correctness_change,False
9,13,2,sympy:2,False,11,2,0.36363636363636365,1.4681399390162087,0.09090909090909091,5,4,0.15384615384615385,11192,True,False,False,False,True,no_correctness_change,False
9,14,2,sympy:2,False,12,2,0.3333333333333333,1.4735023850806486,0.08333333333333333,5,5,0.14285714285714285,11752,True,False,False,False,True,no_correctness_change,False
9,15,1,sympy:1,False,13,2,0.3076923076923077,1.4583192224643482,0.0,5,1,0.13333333333333333,12321,False,False,False,False,False,no_correctness_change,False
9,16,1,sympy:1,False,14,2,0.35714285714285715,1.4327570529970877,0.07142857142857142,5,2,0.125,13015,False,False,False,False,False,no_correctness_change,False
10,1,2220,sympy:2220,True,1,0,1.0,-0.0,1.0,1,1,0.0,367,False,False,False,False,False,no_correctness_change,True
10,2,2220,sympy:2220,True,2,0,1.0,-0.0,1.0,1,2,0.0,755,False,False,False,False,False,no_correctness_change,True
10,3,2220,sympy:2220,True,3,0,1.0,-0.0,1.0,1,3,0.0,1146,False,False,False,False,False,no_correctness_change,True
10,4,2220,sympy:2220,True,4,0,1.0,-0.0,1.0,1,4,0.0,1502,False,False,False,False,False,no_correctness_change,True
10,5,2220,sympy:2220,True,5,0,1.0,-0.0,1.0,1,5,0.0,1844,False,False,False,False,False,no_correctness_change,True
10,6,2220,sympy:2220,True,6,0,1.0,-0.0,1.0,1,6,0.0,2311,False,False,False,False,False,no_correctness_change,True
10,7,2220,sympy:2220,True,7,0,1.0,-0.0,1.0,1,7,0.0,2630,False,False,False,False,False,no_correctness_change,True
10,8,2220,sympy:2220,True,8,0,1.0,-0.0,1.0,1,8,0.0,2966,False,False,False,False,False,no_correctness_change,True
10,9,2220,sympy:2220,True,9,0,1.0,-0.0,1.0,1,9,0.0,3350,False,False,False,False,False,no_correctness_change,True
10,10,2220,sympy:2220,True,10,0,1.0,-0.0,1.0,1,10,0.0,3717,False,False,False,False,False,no_correctness_change,True
10,11,2220,sympy:2220,True,11,0,1.0,-0.0,1.0,1,11,0.0,4089,False,False,False,False,False,no_correctness_change,True
10,12,2220,sympy:2220,True,12,0,1.0,-0.0,1.0,1,12,0.0,4506,False,False,False,False,False,no_correctness_change,True
10,13,2220,sympy:2220,True,13,0,1.0,-0.0,1.0,1,13,0.0,4859,False,False,False,False,False,no_correctness_change,True
10,14,2220,sympy:2220,True,14,0,1.0,-0.0,1.0,1,14,0.0,5252,False,False,False,False,False,no_correctness_change,True
10,15,2220,sympy:2220,True,15,0,1.0,-0.0,1.0,1,15,0.0,5624,False,False,False,False,False,no_correctness_change,True
10,16,2220,sympy:2220,True,16,0,1.0,-0.0,1.0,1,16,0.0,6044,False,False,False,False,False,no_correctness_change,True
11,1,,,False,0,1,,,,0,0,1.0,1024,True,False,False,False,True,no_correctness_change,False
11,2,\frac{8}{63},sympy:8/63,False,1,1,1.0,-0.0,1.0,1,1,0.5,1873,False,False,False,False,False,no_correctness_change,False
11,3,\frac{8}{63},sympy:8/63,False,2,1,0.5,0.6931471805599453,0.0,2,2,0.3333333333333333,2775,False,False,False,False,False,no_correctness_change,False
11,4,\frac{8}{63},sympy:8/63,False,3,1,0.3333333333333333,1.0986122886681096,0.0,3,3,0.25,3663,False,False,False,False,False,no_correctness_change,False
11,5,\frac{8}{63},sympy:8/63,False,4,1,0.25,1.3862943611198906,0.0,4,4,0.2,4462,False,False,False,False,False,no_correctness_change,False
11,6,\frac{8}{63},sympy:8/63,False,5,1,0.2,1.6094379124341005,0.0,5,5,0.16666666666666666,5249,False,False,False,False,False,no_correctness_change,False
11,7,\frac{8}{63},sympy:8/63,False,5,2,0.2,1.6094379124341005,0.0,5,6,0.2857142857142857,6273,False,False,False,False,False,no_correctness_change,False
11,8,\frac{8}{63},sympy:8/63,False,6,2,0.16666666666666666,1.791759469228055,0.0,6,7,0.25,7177,False,False,False,False,False,no_correctness_change,False
11,9,\frac{8}{63},sympy:8/63,False,6,3,0.16666666666666666,1.791759469228055,0.0,6,8,0.3333333333333333,8201,False,False,False,False,False,no_correctness_change,False
11,10,\frac{8}{63},sympy:8/63,False,7,3,0.2857142857142857,1.7478680974667573,0.14285714285714285,6,9,0.3,9206,False,False,False,False,False,no_correctness_change,False
11,11,\frac{8}{63},sympy:8/63,False,8,3,0.25,1.732867951399863,0.0,6,10,0.2727272727272727,10122,False,False,False,False,False,no_correctness_change,False
11,12,\frac{8}{63},sympy:8/63,False,9,3,0.2222222222222222,1.7351264569629226,0.0,6,11,0.25,10978,False,False,False,False,False,no_correctness_change,False
11,13,\frac{8}{63},sympy:8/63,False,9,4,0.2222222222222222,1.7351264569629226,0.0,6,12,0.3076923076923077,12002,False,False,False,False,False,no_correctness_change,False
11,14,\frac{8}{63},sympy:8/63,False,9,5,0.2222222222222222,1.7351264569629226,0.0,6,13,0.35714285714285715,13026,False,False,False,False,False,no_correctness_change,False
11,15,\frac{8}{63},sympy:8/63,False,10,5,0.2,1.8866967846580784,0.0,7,14,0.3333333333333333,13836,False,False,False,False,False,no_correctness_change,False
11,16,\frac{8}{63},sympy:8/63,False,10,6,0.2,1.8866967846580784,0.0,7,15,0.375,14860,False,False,False,False,False,no_correctness_change,False
12,1,284,sympy:284,True,1,0,1.0,-0.0,1.0,1,1,0.0,561,False,False,False,False,False,no_correctness_change,False
12,2,284,sympy:284,True,2,0,1.0,-0.0,1.0,1,2,0.0,1010,False,False,False,False,False,no_correctness_change,False
