question_index,prefix,plurality_vote_key,plurality_correct,valid_answers,consensus,answer_entropy,vote_margin,unique_answers,answer_stability,invalid_extraction_rate,cumulative_output_tokens,delta_consensus,delta_entropy,delta_vote_margin,plurality_changed_previous_step,plurality_switches_so_far,longest_stable_streak_so_far,top_two_count_gap,recent_current_plurality_support,answer_change_risk,missed_recovery_risk,regression_risk,safe_stop,unsafe_stop
2,14,sympy:14/3,1,14,1.0,-0.0,1.0,1,14,0.0,6945,0.0,0.0,0.0,0,0,14,14,1.0,0,0,0,1,0
2,15,sympy:14/3,1,15,1.0,-0.0,1.0,1,15,0.0,7434,0.0,0.0,0.0,0,0,15,15,1.0,0,0,0,1,0
2,16,sympy:14/3,1,16,1.0,-0.0,1.0,1,16,0.0,7912,0.0,0.0,0.0,0,0,16,16,1.0,0,0,0,1,0
3,1,sympy:9,1,1,1.0,-0.0,1.0,1,1,0.0,433,0.0,0.0,0.0,0,0,1,1,1.0,0,0,0,1,0
3,2,sympy:9,1,2,1.0,-0.0,1.0,1,2,0.0,919,0.0,0.0,0.0,0,0,2,2,1.0,0,0,0,1,0
3,3,sympy:9,1,3,1.0,-0.0,1.0,1,3,0.0,1379,0.0,0.0,0.0,0,0,3,3,1.0,0,0,0,1,0
3,4,sympy:9,1,4,1.0,-0.0,1.0,1,4,0.0,1845,0.0,0.0,0.0,0,0,4,4,1.0,0,0,0,1,0
3,5,sympy:9,1,5,1.0,-0.0,1.0,1,5,0.0,2304,0.0,0.0,0.0,0,0,5,5,1.0,0,0,0,1,0
3,6,sympy:9,1,6,1.0,-0.0,1.0,1,6,0.0,2777,0.0,0.0,0.0,0,0,6,6,1.0,0,0,0,1,0
3,7,sympy:9,1,7,1.0,-0.0,1.0,1,7,0.0,3230,0.0,0.0,0.0,0,0,7,7,1.0,0,0,0,1,0
3,8,sympy:9,1,8,1.0,-0.0,1.0,1,8,0.0,3767,0.0,0.0,0.0,0,0,8,8,1.0,0,0,0,1,0
3,9,sympy:9,1,9,1.0,-0.0,1.0,1,9,0.0,4230,0.0,0.0,0.0,0,0,9,9,1.0,0,0,0,1,0
3,10,sympy:9,1,10,1.0,-0.0,1.0,1,10,0.0,4794,0.0,0.0,0.0,0,0,10,10,1.0,0,0,0,1,0
3,11,sympy:9,1,11,1.0,-0.0,1.0,1,11,0.0,5346,0.0,0.0,0.0,0,0,11,11,1.0,0,0,0,1,0
3,12,sympy:9,1,12,1.0,-0.0,1.0,1,12,0.0,5859,0.0,0.0,0.0,0,0,12,12,1.0,0,0,0,1,0
3,13,sympy:9,1,13,1.0,-0.0,1.0,1,13,0.0,6336,0.0,0.0,0.0,0,0,13,13,1.0,0,0,0,1,0
3,14,sympy:9,1,14,1.0,-0.0,1.0,1,14,0.0,6734,0.0,0.0,0.0,0,0,14,14,1.0,0,0,0,1,0
3,15,sympy:9,1,15,1.0,-0.0,1.0,1,15,0.0,7230,0.0,0.0,0.0,0,0,15,15,1.0,0,0,0,1,0
3,16,sympy:9,1,16,1.0,-0.0,1.0,1,16,0.0,7703,0.0,0.0,0.0,0,0,16,16,1.0,0,0,0,1,0
4,1,sympy:E*e*l*n*v*y,1,1,1.0,-0.0,1.0,1,1,0.0,1024,0.0,0.0,0.0,0,0,1,1,1.0,0,0,0,1,0
4,2,sympy:E*e*l*n*v*y,1,2,1.0,-0.0,1.0,1,2,0.0,1513,0.0,0.0,0.0,0,0,2,2,1.0,0,0,0,1,0
4,3,sympy:E*e*l*n*v*y,1,3,1.0,-0.0,1.0,1,3,0.0,1970,0.0,0.0,0.0,0,0,3,3,1.0,0,0,0,1,0
4,4,sympy:E*e*l*n*v*y,1,4,1.0,-0.0,1.0,1,4,0.0,2466,0.0,0.0,0.0,0,0,4,4,1.0,0,0,0,1,0
4,5,sympy:E*e*l*n*v*y,1,5,1.0,-0.0,1.0,1,5,0.0,2956,0.0,0.0,0.0,0,0,5,5,1.0,0,0,0,1,0
4,6,sympy:E*e*l*n*v*y,1,6,1.0,-0.0,1.0,1,6,0.0,3611,0.0,0.0,0.0,0,0,6,6,1.0,0,0,0,1,0
4,7,sympy:E*e*l*n*v*y,1,7,1.0,-0.0,1.0,1,7,0.0,4253,0.0,0.0,0.0,0,0,7,7,1.0,0,0,0,1,0
4,8,sympy:E*e*l*n*v*y,1,8,1.0,-0.0,1.0,1,8,0.0,5053,0.0,0.0,0.0,0,0,8,8,1.0,0,0,0,1,0
4,9,sympy:E*e*l*n*v*y,1,9,1.0,-0.0,1.0,1,9,0.0,5649,0.0,0.0,0.0,0,0,9,9,1.0,0,0,0,1,0
4,10,sympy:E*e*l*n*v*y,1,10,1.0,-0.0,1.0,1,10,0.0,6673,0.0,0.0,0.0,0,0,10,10,1.0,0,0,0,1,0
4,11,sympy:E*e*l*n*v*y,1,11,1.0,-0.0,1.0,1,11,0.0,7182,0.0,0.0,0.0,0,0,11,11,1.0,0,0,0,1,0
4,12,sympy:E*e*l*n*v*y,1,12,1.0,-0.0,1.0,1,12,0.0,7703,0.0,0.0,0.0,0,0,12,12,1.0,0,0,0,1,0
4,13,sympy:E*e*l*n*v*y,1,13,1.0,-0.0,1.0,1,13,0.0,8133,0.0,0.0,0.0,0,0,13,13,1.0,0,0,0,1,0
4,14,sympy:E*e*l*n*v*y,1,14,1.0,-0.0,1.0,1,14,0.0,8600,0.0,0.0,0.0,0,0,14,14,1.0,0,0,0,1,0
4,15,sympy:E*e*l*n*v*y,1,15,1.0,-0.0,1.0,1,15,0.0,9193,0.0,0.0,0.0,0,0,15,15,1.0,0,0,0,1,0
4,16,sympy:E*e*l*n*v*y,1,16,1.0,-0.0,1.0,1,16,0.0,9658,0.0,0.0,0.0,0,0,16,16,1.0,0,0,0,1,0
5,1,sympy:42,1,1,1.0,-0.0,1.0,1,1,0.0,269,0.0,0.0,0.0,0,0,1,1,1.0,0,0,0,1,0
5,2,sympy:42,1,2,1.0,-0.0,1.0,1,2,0.0,539,0.0,0.0,0.0,0,0,2,2,1.0,0,0,0,1,0
5,3,sympy:42,1,3,1.0,-0.0,1.0,1,3,0.0,804,0.0,0.0,0.0,0,0,3,3,1.0,0,0,0,1,0
5,4,sympy:42,1,4,1.0,-0.0,1.0,1,4,0.0,1005,0.0,0.0,0.0,0,0,4,4,1.0,0,0,0,1,0
5,5,sympy:42,1,5,1.0,-0.0,1.0,1,5,0.0,1274,0.0,0.0,0.0,0,0,5,5,1.0,0,0,0,1,0
5,6,sympy:42,1,6,1.0,-0.0,1.0,1,6,0.0,1531,0.0,0.0,0.0,0,0,6,6,1.0,0,0,0,1,0
5,7,sympy:42,1,7,1.0,-0.0,1.0,1,7,0.0,1805,0.0,0.0,0.0,0,0,7,7,1.0,0,0,0,1,0
5,8,sympy:42,1,8,1.0,-0.0,1.0,1,8,0.0,2120,0.0,0.0,0.0,0,0,8,8,1.0,0,0,0,1,0
5,9,sympy:42,1,9,1.0,-0.0,1.0,1,9,0.0,2409,0.0,0.0,0.0,0,0,9,9,1.0,0,0,0,1,0
5,10,sympy:42,1,10,1.0,-0.0,1.0,1,10,0.0,2673,0.0,0.0,0.0,0,0,10,10,1.0,0,0,0,1,0
5,11,sympy:42,1,11,1.0,-0.0,1.0,1,11,0.0,2951,0.0,0.0,0.0,0,0,11,11,1.0,0,0,0,1,0
5,12,sympy:42,1,12,1.0,-0.0,1.0,1,12,0.0,3221,0.0,0.0,0.0,0,0,12,12,1.0,0,0,0,1,0
5,13,sympy:42,1,13,1.0,-0.0,1.0,1,13,0.0,3501,0.0,0.0,0.0,0,0,13,13,1.0,0,0,0,1,0
5,14,sympy:42,1,14,1.0,-0.0,1.0,1,14,0.0,3775,0.0,0.0,0.0,0,0,14,14,1.0,0,0,0,1,0
5,15,sympy:42,1,15,1.0,-0.0,1.0,1,15,0.0,4076,0.0,0.0,0.0,0,0,15,15,1.0,0,0,0,1,0
5,16,sympy:42,1,16,1.0,-0.0,1.0,1,16,0.0,4326,0.0,0.0,0.0,0,0,16,16,1.0,0,0,0,1,0
6,1,sympy:27,1,1,1.0,-0.0,1.0,1,1,0.0,386,0.0,0.0,0.0,0,0,1,1,1.0,0,0,0,1,0
6,2,sympy:27,1,2,1.0,-0.0,1.0,1,2,0.0,814,0.0,0.0,0.0,0,0,2,2,1.0,0,0,0,1,0
6,3,sympy:27,1,3,1.0,-0.0,1.0,1,3,0.0,1231,0.0,0.0,0.0,0,0,3,3,1.0,0,0,0,1,0
6,4,sympy:27,1,4,1.0,-0.0,1.0,1,4,0.0,1629,0.0,0.0,0.0,0,0,4,4,1.0,0,0,0,1,0
6,5,sympy:27,1,5,1.0,-0.0,1.0,1,5,0.0,1987,0.0,0.0,0.0,0,0,5,5,1.0,0,0,0,1,0
6,6,sympy:27,1,6,1.0,-0.0,1.0,1,6,0.0,3011,0.0,0.0,0.0,0,0,6,6,1.0,0,0,0,1,0
6,7,sympy:27,1,7,1.0,-0.0,1.0,1,7,0.0,3556,0.0,0.0,0.0,0,0,7,7,1.0,0,0,0,1,0
6,8,sympy:27,1,8,1.0,-0.0,1.0,1,8,0.0,3940,0.0,0.0,0.0,0,0,8,8,1.0,0,0,0,1,0
6,9,sympy:27,1,9,1.0,-0.0,1.0,1,9,0.0,4375,0.0,0.0,0.0,0,0,9,9,1.0,0,0,0,1,0
6,10,sympy:27,1,10,1.0,-0.0,1.0,1,10,0.0,4812,0.0,0.0,0.0,0,0,10,10,1.0,0,0,0,1,0
6,11,sympy:27,1,11,1.0,-0.0,1.0,1,11,0.0,5226,0.0,0.0,0.0,0,0,11,11,1.0,0,0,0,1,0
6,12,sympy:27,1,12,1.0,-0.0,1.0,1,12,0.0,5639,0.0,0.0,0.0,0,0,12,12,1.0,0,0,0,1,0
6,13,sympy:27,1,13,1.0,-0.0,1.0,1,13,0.0,6000,0.0,0.0,0.0,0,0,13,13,1.0,0,0,0,1,0
6,14,sympy:27,1,14,1.0,-0.0,1.0,1,14,0.0,6407,0.0,0.0,0.0,0,0,14,14,1.0,0,0,0,1,0
6,15,sympy:27,1,15,1.0,-0.0,1.0,1,15,0.0,6859,0.0,0.0,0.0,0,0,15,15,1.0,0,0,0,1,0
6,16,sympy:27,1,16,1.0,-0.0,1.0,1,16,0.0,7256,0.0,0.0,0.0,0,0,16,16,1.0,0,0,0,1,0
7,1,sympy:74,0,1,1.0,-0.0,1.0,1,1,0.0,756,0.0,0.0,0.0,0,0,1,1,1.0,1,1,0,0,1
7,2,sympy:74,0,2,0.5,0.6931471805599453,0.0,2,2,0.0,1780,-0.5,0.6931471805599453,-1.0,0,0,2,0,0.5,1,1,0,0,1
7,3,sympy:74,0,3,0.3333333333333333,1.0986122886681096,0.0,3,3,0.0,2505,-0.16666666666666669,0.4054651081081643,0.0,0,0,3,0,0.3333333333333333,1,1,0,0,1
7,4,sympy:74,0,4,0.25,1.3862943611198906,0.0,4,4,0.0,3075,-0.08333333333333331,0.287682072451781,0.0,0,0,4,0,0.0,1,1,0,0,1
7,5,sympy:90,1,5,0.4,1.3321790402101223,0.2,4,1,0.0,3608,0.15000000000000002,-0.05411532090976823,0.2,1,1,4,1,0.6666666666666666,0,0,0,1,0
7,6,sympy:90,1,6,0.5,1.242453324894,0.3333333333333333,4,2,0.0,4254,0.09999999999999998,-0.08972571531612239,0.1333333333333333,0,1,4,2,1.0,0,0,0,1,0
7,7,sympy:90,1,7,0.42857142857142855,1.4750763110546947,0.2857142857142857,5,3,0.0,4972,-0.07142857142857145,0.23262298616069477,-0.047619047619047616,0,1,4,2,0.6666666666666666,0,0,0,1,0
7,8,sympy:90,1,8,0.5,1.3862943611198906,0.375,5,4,0.0,5562,0.07142857142857145,-0.08878194993480415,0.0892857142857143,0,1,4,3,0.6666666666666666,0,0,0,1,0
7,9,sympy:90,1,9,0.5555555555555556,1.303092403761719,0.4444444444444444,5,5,0.0,6064,0.05555555555555558,-0.08320195735817149,0.06944444444444442,0,1,5,4,0.6666666666666666,0,0,0,1,0
7,10,sympy:90,1,10,0.6,1.2275294114572126,0.5,5,6,0.0,6635,0.0444444444444444,-0.07556299230450647,0.05555555555555558,0,1,6,5,1.0,0,0,0,1,0
7,11,sympy:90,1,11,0.5454545454545454,1.294545165844896,0.36363636363636365,5,7,0.0,7642,-0.054545454545454564,0.06701575438768348,-0.13636363636363635,0,1,7,4,0.6666666666666666,0,0,0,1,0
7,12,sympy:90,1,12,0.5833333333333334,1.2342678660790767,0.4166666666666667,5,8,0.0,8245,0.037878787878787956,-0.060277299765819414,0.05303030303030304,0,1,8,5,0.6666666666666666,0,0,0,1,0
7,13,sympy:90,1,13,0.5384615384615384,1.4105135571148382,0.38461538461538464,6,9,0.0,9069,-0.044871794871794934,0.1762456910357615,-0.03205128205128205,0,1,9,5,0.3333333333333333,0,0,0,1,0
7,14,sympy:90,1,14,0.5714285714285714,1.351783994289646,0.42857142857142855,6,10,0.0,9770,0.03296703296703296,-0.05872956282519226,0.04395604395604391,0,1,10,6,0.6666666666666666,0,0,0,1,0
7,15,sympy:90,1,15,0.5333333333333333,1.3792922544726758,0.3333333333333333,6,11,0.0,10553,-0.03809523809523807,0.027508260183029876,-0.09523809523809523,0,1,11,5,0.3333333333333333,0,0,0,1,0
7,16,sympy:90,1,16,0.5625,1.3306600933628872,0.375,6,12,0.0,11169,0.029166666666666674,-0.04863216110978863,0.041666666666666685,0,1,12,6,0.6666666666666666,0,0,0,1,0
8,1,sympy:3*sqrt(13),1,1,1.0,-0.0,1.0,1,1,0.0,391,0.0,0.0,0.0,0,0,1,1,1.0,0,0,0,1,0
8,2,sympy:3*sqrt(13),1,2,1.0,-0.0,1.0,1,2,0.0,847,0.0,0.0,0.0,0,0,2,2,1.0,0,0,0,1,0
8,3,sympy:3*sqrt(13),1,3,1.0,-0.0,1.0,1,3,0.0,1309,0.0,0.0,0.0,0,0,3,3,1.0,0,0,0,1,0
8,4,sympy:3*sqrt(13),1,4,1.0,-0.0,1.0,1,4,0.0,1784,0.0,0.0,0.0,0,0,4,4,1.0,0,0,0,1,0
8,5,sympy:3*sqrt(13),1,5,1.0,-0.0,1.0,1,5,0.0,2174,0.0,0.0,0.0,0,0,5,5,1.0,0,0,0,1,0
8,6,sympy:3*sqrt(13),1,6,1.0,-0.0,1.0,1,6,0.0,2542,0.0,0.0,0.0,0,0,6,6,1.0,0,0,0,1,0
8,7,sympy:3*sqrt(13),1,7,1.0,-0.0,1.0,1,7,0.0,2938,0.0,0.0,0.0,0,0,7,7,1.0,0,0,0,1,0
8,8,sympy:3*sqrt(13),1,8,1.0,-0.0,1.0,1,8,0.0,3293,0.0,0.0,0.0,0,0,8,8,1.0,0,0,0,1,0
8,9,sympy:3*sqrt(13),1,9,1.0,-0.0,1.0,1,9,0.0,3830,0.0,0.0,0.0,0,0,9,9,1.0,0,0,0,1,0
8,10,sympy:3*sqrt(13),1,10,1.0,-0.0,1.0,1,10,0.0,4211,0.0,0.0,0.0,0,0,10,10,1.0,0,0,0,1,0
8,11,sympy:3*sqrt(13),1,11,1.0,-0.0,1.0,1,11,0.0,4664,0.0,0.0,0.0,0,0,11,11,1.0,0,0,0,1,0
8,12,sympy:3*sqrt(13),1,12,1.0,-0.0,1.0,1,12,0.0,5142,0.0,0.0,0.0,0,0,12,12,1.0,0,0,0,1,0
8,13,sympy:3*sqrt(13),1,13,1.0,-0.0,1.0,1,13,0.0,5537,0.0,0.0,0.0,0,0,13,13,1.0,0,0,0,1,0
8,14,sympy:3*sqrt(13),1,14,1.0,-0.0,1.0,1,14,0.0,5937,0.0,0.0,0.0,0,0,14,14,1.0,0,0,0,1,0
8,15,sympy:3*sqrt(13),1,15,1.0,-0.0,1.0,1,15,0.0,6297,0.0,0.0,0.0,0,0,15,15,1.0,0,0,0,1,0
8,16,sympy:3*sqrt(13),1,16,1.0,-0.0,1.0,1,16,0.0,6649,0.0,0.0,0.0,0,0,16,16,1.0,0,0,0,1,0
9,1,sympy:5,0,1,1.0,-0.0,1.0,1,1,0.0,1024,0.0,0.0,0.0,0,0,1,1,1.0,1,0,0,1,1
9,2,sympy:5,0,2,0.5,0.6931471805599453,0.0,2,2,0.0,2048,-0.5,0.6931471805599453,-1.0,0,0,2,0,0.5,1,0,0,1,1
9,3,sympy:5,0,3,0.3333333333333333,1.0986122886681096,0.0,3,3,0.0,2727,-0.16666666666666669,0.4054651081081643,0.0,0,0,3,0,0.3333333333333333,1,0,0,1,1
9,4,sympy:1,0,4,0.5,1.0397207708399179,0.25,3,1,0.0,3751,0.16666666666666669,-0.058891517828191686,0.25,1,1,3,1,0.6666666666666666,0,0,0,1,0
9,5,sympy:4,1,5,0.4,1.0549201679861442,0.0,3,1,0.0,4490,-0.09999999999999998,0.015199397146226312,-0.25,1,2,3,0,0.3333333333333333,1,0,1,1,0
9,6,sympy:4,1,5,0.4,1.0549201679861442,0.0,3,2,0.16666666666666666,5514,0.0,0.0,0.0,0,2,3,0,0.5,1,0,1,1,0
9,7,sympy:4,1,6,0.3333333333333333,1.3296613488547582,0.0,4,3,0.14285714285714285,6538,-0.06666666666666671,0.274741180868614,0.0,0,2,3,0,0.5,1,0,1,1,0
9,8,sympy:4,1,7,0.2857142857142857,1.5498260458782016,0.0,5,4,0.125,7562,-0.047619047619047616,0.22016469702344343,0.0,0,2,4,0,0.0,1,0,1,1,0
9,9,sympy:4,1,8,0.25,1.559581156259877,0.0,5,5,0.1111111111111111,8176,-0.0357142857142857,0.009755110381675314,0.0,0,2,5,0,0.0,1,0,1,1,0
9,10,sympy:2,0,9,0.3333333333333333,1.5229550675313184,0.1111111111111111,5,1,0.1,8761,0.08333333333333331,-0.03662608872855855,0.1111111111111111,1,3,5,1,1.0,1,0,0,1,1
9,11,sympy:2,0,10,0.4,1.4708084763221114,0.2,5,2,0.09090909090909091,9428,0.06666666666666671,-0.05214659120920695,0.0888888888888889,0,3,5,2,1.0,1,0,0,1,1
9,12,sympy:2,0,10,0.4,1.4708084763221114,0.2,5,3,0.16666666666666666,10452,0.0,0.0,0.0,0,3,5,2,1.0,1,0,0,1,1
9,13,sympy:2,0,11,0.36363636363636365,1.4681399390162087,0.09090909090909091,5,4,0.15384615384615385,11192,-0.036363636363636376,-0.002668537305902774,-0.1090909090909091,0,3,5,1,0.5,1,0,0,1,1
9,14,sympy:2,0,12,0.3333333333333333,1.4735023850806486,0.08333333333333333,5,5,0.14285714285714285,11752,-0.03030303030303033,0.0053624460644399186,-0.007575757575757583,0,3,5,1,0.0,1,0,0,1,1
9,15,sympy:1,0,13,0.3076923076923077,1.4583192224643482,0.0,5,1,0.13333333333333333,12321,-0.025641025641025605,-0.015183162616300372,-0.08333333333333333,1,4,5,0,0.6666666666666666,0,0,0,1,0
9,16,sympy:1,0,14,0.35714285714285715,1.4327570529970877,0.07142857142857142,5,2,0.125,13015,0.04945054945054944,-0.02556216946726053,0.07142857142857142,0,4,5,1,0.6666666666666666,0,0,0,1,0
10,1,sympy:2220,1,1,1.0,-0.0,1.0,1,1,0.0,367,0.0,0.0,0.0,0,0,1,1,1.0,0,0,0,1,0
10,2,sympy:2220,1,2,1.0,-0.0,1.0,1,2,0.0,755,0.0,0.0,0.0,0,0,2,2,1.0,0,0,0,1,0
10,3,sympy:2220,1,3,1.0,-0.0,1.0,1,3,0.0,1146,0.0,0.0,0.0,0,0,3,3,1.0,0,0,0,1,0
10,4,sympy:2220,1,4,1.0,-0.0,1.0,1,4,0.0,1502,0.0,0.0,0.0,0,0,4,4,1.0,0,0,0,1,0
10,5,sympy:2220,1,5,1.0,-0.0,1.0,1,5,0.0,1844,0.0,0.0,0.0,0,0,5,5,1.0,0,0,0,1,0
10,6,sympy:2220,1,6,1.0,-0.0,1.0,1,6,0.0,2311,0.0,0.0,0.0,0,0,6,6,1.0,0,0,0,1,0
10,7,sympy:2220,1,7,1.0,-0.0,1.0,1,7,0.0,2630,0.0,0.0,0.0,0,0,7,7,1.0,0,0,0,1,0
10,8,sympy:2220,1,8,1.0,-0.0,1.0,1,8,0.0,2966,0.0,0.0,0.0,0,0,8,8,1.0,0,0,0,1,0
10,9,sympy:2220,1,9,1.0,-0.0,1.0,1,9,0.0,3350,0.0,0.0,0.0,0,0,9,9,1.0,0,0,0,1,0
10,10,sympy:2220,1,10,1.0,-0.0,1.0,1,10,0.0,3717,0.0,0.0,0.0,0,0,10,10,1.0,0,0,0,1,0
10,11,sympy:2220,1,11,1.0,-0.0,1.0,1,11,0.0,4089,0.0,0.0,0.0,0,0,11,11,1.0,0,0,0,1,0
