question_index,paired_category,premature_stop_paired_recovery,stable_wrong_consensus_descriptive,invalid_influenced_descriptive,unstable_trajectory_descriptive,stopping_sample
374,both_correct,False,False,False,False,2
375,both_correct,False,False,False,False,2
376,both_correct,False,False,False,False,2
377,both_correct,False,False,False,False,2
378,both_correct,False,False,False,False,2
379,fixed_only,True,False,False,True,4
380,fixed_only,True,False,True,True,2
381,both_correct,False,False,True,False,2
382,both_correct,False,False,False,False,2
383,both_correct,False,False,False,False,2
384,both_correct,False,False,False,False,2
385,both_correct,False,False,False,False,2
386,both_correct,False,False,False,False,2
387,both_correct,False,False,False,False,2
388,both_correct,False,False,False,True,2
389,both_correct,False,False,False,True,16
390,fixed_only,True,False,True,True,2
391,both_correct,False,False,False,False,2
392,both_wrong,False,True,True,True,16
393,both_correct,False,False,False,False,2
394,both_correct,False,False,False,False,2
395,both_correct,False,False,False,False,2
396,both_correct,False,False,False,False,6
397,both_correct,False,False,False,False,2
398,both_wrong,False,True,True,False,2
399,both_correct,False,False,False,False,2
400,both_wrong,False,True,True,True,16
401,both_wrong,False,True,True,False,2
402,both_correct,False,False,False,True,4
403,both_wrong,False,True,False,False,2
404,both_correct,False,False,False,False,2
405,both_correct,False,False,False,False,2
406,both_correct,False,False,False,False,2
407,both_correct,False,False,False,False,2
408,both_wrong,False,True,True,False,14
409,both_correct,False,False,False,False,2
410,both_correct,False,False,False,False,2
411,both_correct,False,False,False,False,2
412,both_wrong,False,True,True,True,16
413,both_correct,False,False,False,False,2
414,both_correct,False,False,False,False,2
415,both_correct,False,False,False,False,2
416,both_correct,False,False,False,False,2
417,both_correct,False,False,False,False,2
418,both_correct,False,False,False,False,2
419,both_wrong,False,True,True,False,2
420,both_wrong,False,True,False,False,2
421,both_correct,False,False,True,True,16
422,both_wrong,False,True,True,False,3
423,both_correct,False,False,False,False,16
424,both_correct,False,False,False,False,2
425,both_wrong,False,True,True,True,16
426,both_correct,False,False,False,False,2
427,both_correct,False,False,False,False,2
428,both_correct,False,False,True,False,2
429,both_correct,False,False,False,False,2
430,both_correct,False,False,False,False,2
431,both_correct,False,False,False,True,16
432,both_wrong,False,True,True,False,2
433,both_correct,False,False,False,False,2
434,both_correct,False,False,False,False,2
435,both_correct,False,False,False,False,2
436,both_correct,False,False,True,False,2
437,both_correct,False,False,False,False,2
438,both_correct,False,False,False,False,2
439,both_correct,False,False,True,False,2
440,both_correct,False,False,False,False,2
441,both_correct,False,False,False,False,2
442,both_correct,False,False,False,False,2
443,both_correct,False,False,False,False,2
444,both_wrong,False,True,False,True,4
445,both_wrong,False,False,True,True,2
446,both_correct,False,False,False,False,2
447,both_correct,False,False,False,False,2
448,both_correct,False,False,False,False,2
449,both_correct,False,False,False,False,2
450,both_correct,False,False,False,False,2
451,both_correct,False,False,False,False,2
452,both_correct,False,False,False,False,2
453,both_correct,False,False,False,False,2
454,both_wrong,False,True,True,False,3
455,both_correct,False,False,False,False,2
456,both_correct,False,False,False,False,2
457,both_correct,False,False,False,False,2
458,both_correct,False,False,False,False,2
459,both_correct,False,False,False,False,2
460,both_wrong,False,True,False,True,16
461,both_correct,False,False,False,False,2
462,both_correct,False,False,False,True,6
463,both_correct,False,False,False,False,2
464,both_correct,False,False,False,False,2
465,both_correct,False,False,False,False,2
466,both_correct,False,False,False,True,16
467,both_correct,False,False,False,False,2
468,both_correct,False,False,False,False,2
469,both_correct,False,False,False,False,2
470,fixed_only,True,False,True,True,3
471,both_correct,False,False,False,False,2
472,both_correct,False,False,False,False,2
473,both_correct,False,False,False,False,2
474,both_correct,False,False,False,False,2
475,both_wrong,False,True,True,False,2
476,both_correct,False,False,False,False,2
477,both_correct,False,False,False,False,4
478,both_wrong,False,True,False,False,2
479,both_correct,False,False,False,False,2
480,both_correct,False,False,False,False,2
481,both_wrong,False,False,True,True,2
482,both_correct,False,False,False,False,16
483,both_correct,False,False,True,False,2
484,both_correct,False,False,False,False,2
485,both_wrong,False,True,True,False,4
486,both_correct,False,False,False,False,2
487,both_correct,False,False,False,False,2
488,both_correct,False,False,False,False,2
489,both_correct,False,False,False,False,2
490,both_wrong,False,False,True,True,2
491,both_wrong,False,True,True,True,16
492,both_correct,False,False,False,False,2
493,both_correct,False,False,False,False,2
494,adaptive_only,False,False,True,True,3
495,both_correct,False,False,False,False,2
496,both_correct,False,False,False,False,2
497,both_wrong,False,True,False,True,16
498,both_wrong,False,True,True,True,16
499,both_correct,False,False,False,False,2
